X1,Year_draft,Rd,Pk,Tm_draft,Player_draft,Age_draft,Pos_draft,Born,College,From,To,G_draft,MP_draft,PTS,TRB,AST,STL,BLK,FGPercentage,TwoPPercentage,ThreePPercentage,FTPercentage,WS_draft,WSPer48_draft,mergename,Player_season,Pos_season,Age_season,Tm_season,G_season,MP_season,PER,TSPercentage,ThreePAr,FTr,ORBPercentage,DRBPercentage,TRBPercentage,ASTPercentage,STLPercentage,BLKPercentage,TOVPercentage,USGPercentage,OWS,DWS,WS_season,WSPer48_season,OBPM,DBPM,BPM,VORP,Year_season,projage,agecheck,sincedrafted
1962,2007,1,24,PHO,Rudy Fernandez,22.09,G,es,NA,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.39899999999999997,0.46299999999999997,0.36,0.84,14.2,0.114,rudyfernandez,Rudy Fernandez,SG,25,POR,78,1821,13.4,0.522,0.628,0.254,2.4,9.5,5.8,16.9,2.6,0.6,12.1,18.7,2,1.8,3.8,0.1,1.5,-0.6,0.9,1.3,2011,26.09,1.0899999999999999,4
1963,2007,1,24,PHO,Rudy Fernandez,22.09,G,es,NA,2009,2012,249,24,9.1,2.4,2.2,1,0.2,0.39899999999999997,0.46299999999999997,0.36,0.84,14.2,0.114,rudyfernandez,Rudy Fernandez,SG,26,DEN,31,710,13.3,0.5489999999999999,0.542,0.191,1.5,8.9,5.3,15.9,2.2,0.3,14.1,17.8,0.8,0.4,1.2,0.083,1.5,-1.1,0.4,0.4,2012,27.09,1.0899999999999999,5
1964,2007,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.40399999999999997,0.292,0.743,0,0.005,morrisalmond,Morris Almond,SG,22,UTA,9,39,2,0.368,0.267,0.4,0,6.2,3.1,10.5,1.3,0,10.2,22.5,-0.1,0,-0.1,-0.081,-6.9,-4,-11,-0.1,2008,23.151,1.1509999999999998,1
1965,2007,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.40399999999999997,0.292,0.743,0,0.005,morrisalmond,Morris Almond,SG,23,UTA,25,255,7.3,0.498,0.21,0.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,-0.1,0.2,0.1,0.01,-4.7,-2.1,-6.8,-0.3,2009,24.151,1.1509999999999998,2
1966,2007,1,25,UTA,Morris Almond,22.151,G,us,Rice University,2008,2012,38,9.5,3.1,1.2,0.3,0.3,0.1,0.381,0.40399999999999997,0.292,0.743,0,0.005,morrisalmond,Morris Almond,SG,26,WAS,4,67,8.7,0.382,0.17600000000000002,0.17600000000000002,1.7,11.9,6.7,4.4,5.4,0,5.2,12.9,-0.1,0.1,0,0.032,-3.8,1.8,-2,0,2012,27.151,1.1509999999999998,5
1967,2007,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.8370000000000001,19.2,0.069,aaronbrooks,Aaron Brooks,PG,23,HOU,51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.6,0.8,1.4,0.11199999999999999,0,-1.8,-1.8,0,2008,23.17,0.1700000000000017,1
1968,2007,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.8370000000000001,19.2,0.069,aaronbrooks,Aaron Brooks,PG,24,HOU,80,1998,12.9,0.521,0.395,0.22,2,7,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,0.2,-1.5,-1.3,0.4,2009,24.17,0.1700000000000017,2
1969,2007,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.8370000000000001,19.2,0.069,aaronbrooks,Aaron Brooks,PG,25,HOU,82,2919,16,0.5489999999999999,0.39399999999999996,0.22399999999999998,2,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.7,-2.5,0.2,1.6,2010,25.17,0.1700000000000017,3
1971,2007,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.8370000000000001,19.2,0.069,aaronbrooks,Aaron Brooks,PG,26,HOU,34,811,11.7,0.465,0.43700000000000006,0.214,1.5,5.6,3.6,25.2,1.3,0.2,11.5,26.1,0.1,0.3,0.4,0.023,-0.1,-3.9,-4,-0.4,2011,26.17,0.1700000000000017,4
1972,2007,1,26,HOU,Aaron Brooks,22.17,G,us,University of Oregon,2008,2018,645,20.8,9.7,1.7,3,0.6,0.1,0.413,0.442,0.37,0.8370000000000001,19.2,0.069,aaronbrooks,Aaron Brooks,PG,26,PHO,25,473,15.6,0.5329999999999999,0.335,0.285,2.2,4.4,3.3,35.3,1.4,0.2,16.4,25.7,0.6,0.1,0.7,0.07,1.4,-4.1,-2.8,-0.1,2011,26.17,0.1700000000000017,4
1983,2007,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.48100000000000004,0.386,0.825,33.5,0.077,arronafflalo,Arron Afflalo,SG,22,DET,75,970,10.2,0.494,0.19899999999999998,0.361,4.4,12.5,8.4,8.1,1.8,0.7,10.9,15.2,0.5,1.4,1.9,0.092,-2.3,0.6,-1.6,0.1,2008,22.261,0.26099999999999923,1
1984,2007,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.48100000000000004,0.386,0.825,33.5,0.077,arronafflalo,Arron Afflalo,SG,23,DET,74,1234,8.9,0.5479999999999999,0.35700000000000004,0.237,2.8,10.1,6.4,5.5,1.3,0.8,11.5,14.5,0.8,1,1.8,0.069,-1.7,-0.7,-2.4,-0.1,2009,23.261,0.26099999999999923,2
1985,2007,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.48100000000000004,0.386,0.825,33.5,0.077,arronafflalo,Arron Afflalo,SG,24,DEN,82,2221,10.9,0.5760000000000001,0.426,0.168,3.1,9.9,6.5,9.3,1,1,10.5,14,2.8,1.4,4.3,0.092,0.8,-0.5,0.3,1.3,2010,24.261,0.26099999999999923,3
1986,2007,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.48100000000000004,0.386,0.825,33.5,0.077,arronafflalo,Arron Afflalo,SG,25,DEN,69,2324,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1,9.2,14.8,4.8,1.4,6.2,0.128,2.4,-0.2,2.1,2.4,2011,25.261,0.26099999999999923,4
1987,2007,1,27,DET,Arron Afflalo,21.261,G,us,"University of California, Los Angeles",2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,0.45,0.48100000000000004,0.386,0.825,33.5,0.077,arronafflalo,Arron Afflalo,SG,26,DEN,62,2086,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,5.3,0.121,2.5,-1.6,0.8,1.5,2012,26.261,0.26099999999999923,5
1996,2007,1,28,SAS,Tiago Splitter,22.183000000000003,F-C,br,NA,2011,2017,355,19.2,7.9,5,1.2,0.6,0.6,0.555,0.5579999999999999,0.14300000000000002,0.6970000000000001,25.3,0.17800000000000002,tiagosplitter,Tiago Splitter,C,26,SAS,60,738,16,0.55,0.005,0.733,11.6,19.8,15.8,5.3,2,1.6,11.2,17.7,1.1,1.1,2.3,0.149,-1.4,0.7,-0.7,0.2,2011,26.183000000000003,0.18300000000000338,4
1997,2007,1,28,SAS,Tiago Splitter,22.183000000000003,F-C,br,NA,2011,2017,355,19.2,7.9,5,1.2,0.6,0.6,0.555,0.5579999999999999,0.14300000000000002,0.6970000000000001,25.3,0.17800000000000002,tiagosplitter,Tiago Splitter,C,27,SAS,59,1121,20.5,0.649,0,0.528,9.7,21.4,15.7,9.2,1,3,17.1,20.7,3,1.6,4.6,0.19699999999999998,1.1,1.4,2.5,1.3,2012,27.183000000000003,0.18300000000000338,5
2003,2007,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1,0.3,0.1,0,0.423,0.45299999999999996,0.294,0.7829999999999999,0.4,0.045,alandotucker,Alando Tucker,SF,23,PHO,6,48,11.8,0.446,0.182,0.273,10.2,8.7,9.4,0,0,1.4,0,23,0,0,0,0.042,-4.5,-7.4,-11.8,-0.1,2008,24.143,1.1430000000000007,1
2004,2007,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1,0.3,0.1,0,0.423,0.45299999999999996,0.294,0.7829999999999999,0.4,0.045,alandotucker,Alando Tucker,SG,24,PHO,30,282,13,0.509,0.19,0.273,8.2,4.8,6.4,6.4,0.9,0.3,9.4,23.3,0.2,0,0.2,0.039,-1.2,-4.6,-5.8,-0.3,2009,25.143,1.1430000000000007,2
2006,2007,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1,0.3,0.1,0,0.423,0.45299999999999996,0.294,0.7829999999999999,0.4,0.045,alandotucker,Alando Tucker,SF,25,PHO,11,71,15.7,0.5479999999999999,0.233,0.7,8.4,3,5.6,6.4,0,0,9.3,26.9,0.2,0,0.1,0.099,0.3,-5.9,-5.6,-0.1,2010,26.143,1.1430000000000007,3
2007,2007,1,29,PHO,Alando Tucker,23.143,F,us,University of Wisconsin,2008,2010,51,8.4,4.1,1,0.3,0.1,0,0.423,0.45299999999999996,0.294,0.7829999999999999,0.4,0.045,alandotucker,Alando Tucker,SF,25,MIN,4,25,6.9,0.444,0,0,4.4,9.1,6.7,6.4,0,0,10,17.4,0,0,0,-0.047,-5.9,-4.1,-10,-0.1,2010,26.143,1.1430000000000007,3
2009,2006,1,1,TOR,Andrea Bargnani,20.25,F-C,it,NA,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.8240000000000001,18.9,0.057,andreabargnani,Andrea Bargnani,PF,21,TOR,65,1629,12.8,0.546,0.429,0.22699999999999998,3.7,14.8,9.2,5.1,1,2.5,13.5,22.6,0.2,1.7,1.9,0.057,-1.1,-0.7,-1.7,0.1,2007,21.25,0.25,1
2010,2006,1,1,TOR,Andrea Bargnani,20.25,F-C,it,NA,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.8240000000000001,18.9,0.057,andreabargnani,Andrea Bargnani,PF,22,TOR,78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,-0.3,1.6,1.4,0.036000000000000004,-1.9,-1.2,-3,-0.5,2008,22.25,0.25,2
2011,2006,1,1,TOR,Andrea Bargnani,20.25,F-C,it,NA,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.8240000000000001,18.9,0.057,andreabargnani,Andrea Bargnani,PF,23,TOR,78,2453,14.6,0.5589999999999999,0.304,0.278,3.4,16.4,10,6.4,0.7,3.1,11.2,22.7,1.8,2,3.9,0.076,-0.4,-0.5,-0.8,0.7,2009,23.25,0.25,3
2012,2006,1,1,TOR,Andrea Bargnani,20.25,F-C,it,NA,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.8240000000000001,18.9,0.057,andreabargnani,Andrea Bargnani,PF,24,TOR,80,2799,15.5,0.552,0.284,0.205,4.6,15.9,10.4,5.4,0.5,3,8.8,22.3,3.3,0.9,4.2,0.07200000000000001,0.7,-1.5,-0.8,0.8,2010,24.25,0.25,4
2013,2006,1,1,TOR,Andrea Bargnani,20.25,F-C,it,NA,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,0.439,0.47,0.354,0.8240000000000001,18.9,0.057,andreabargnani,Andrea Bargnani,C,25,TOR,66,2353,16.4,0.5329999999999999,0.19,0.298,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,0.052000000000000005,0.2,-2.9,-2.7,-0.4,2011,25.25,0.25,5
2019,2006,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007,2018,869,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,lamarcusaldridge,LaMarcus Aldridge,C,21,POR,63,1392,17.1,0.5329999999999999,0.004,0.24,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,2.5,1,3.4,0.11800000000000001,-0.3,-0.6,-0.9,0.4,2007,21.349,0.3490000000000002,1
2020,2006,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007,2018,869,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,lamarcusaldridge,LaMarcus Aldridge,PF,22,POR,76,2649,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.1,0.7,0.8,1.8,2008,22.349,0.3490000000000002,2
2021,2006,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007,2018,869,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,lamarcusaldridge,LaMarcus Aldridge,PF,23,POR,81,3004,19.1,0.529,0.023,0.26899999999999996,9.5,15.6,12.5,9.3,1.4,2,8,23.7,6.1,3.3,9.5,0.151,1.2,0.7,1.9,3,2009,23.349,0.3490000000000002,3
2022,2006,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007,2018,869,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,lamarcusaldridge,LaMarcus Aldridge,PF,24,POR,78,2922,18.2,0.535,0.013999999999999999,0.26,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,5.5,3.3,8.8,0.145,0.9,0.6,1.6,2.6,2010,24.349,0.3490000000000002,4
2023,2006,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007,2018,869,34.6,19.4,8.3,1.9,0.8,1.1,0.489,0.494,0.28800000000000003,0.8059999999999999,97.6,0.156,lamarcusaldridge,LaMarcus Aldridge,PF,25,POR,81,3211,21.5,0.5489999999999999,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,0.166,1.9,0.5,2.4,3.5,2011,25.349,0.3490000000000002,5
2031,2006,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021,adammorrison,Adam Morrison,PF,22,CHA,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-3,-2.5,-5.5,-2,2007,22.349,0.3490000000000002,1
2033,2006,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021,adammorrison,Adam Morrison,SF,24,CHA,44,667,5.8,0.452,0.436,0.1,3,10.3,6.7,9.4,0.7,0.5,11.6,17.6,-0.5,0.5,0.1,0.004,-3.6,-1.7,-5.3,-0.6,2009,24.349,0.3490000000000002,3
2034,2006,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021,adammorrison,Adam Morrison,SF,24,LAL,8,44,2.9,0.38799999999999996,0.33299999999999996,0.16699999999999998,5.2,15.2,10.3,9.2,0,0,18.9,15.9,-0.1,0,0,-0.045,-6.4,-2.1,-8.5,-0.1,2009,24.349,0.3490000000000002,3
2035,2006,1,3,CHA,Adam Morrison,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,0.373,0.391,0.331,0.71,-1.4,-0.021,adammorrison,Adam Morrison,SF,25,LAL,31,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0,0.009000000000000001,-4.4,-1.8,-6.2,-0.3,2010,25.349,0.3490000000000002,4
2036,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,PF,20,CHI,72,966,14.8,0.521,0.006999999999999999,0.621,10.6,21.1,15.9,6.6,2.4,6.2,20.8,20.9,-0.4,2.6,2.2,0.11,-4.4,4.5,0.1,0.5,2007,20.32,0.3200000000000003,1
2037,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,PF,21,CHI,74,1330,14.6,0.486,0.013999999999999999,0.395,8.4,21.1,14.5,11,1.9,4.2,13,19.7,0.4,2.1,2.4,0.08800000000000001,-3.1,2.4,-0.7,0.5,2008,21.32,0.3200000000000003,2
2038,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,PF,22,CHI,79,2175,15.9,0.525,0.013000000000000001,0.445,7.8,18.9,13.4,5.5,2.2,5.1,13.6,19.4,1.2,3.4,4.6,0.10099999999999999,-2.5,2.6,0.2,1.2,2009,22.32,0.3200000000000003,3
2040,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,PF,23,CHI,29,678,16.5,0.523,0.005,0.439,7,22.8,15,7.8,3,5.4,17.5,19.6,-0.2,1.6,1.4,0.10099999999999999,-3.6,4.6,0.9,0.5,2010,23.32,0.3200000000000003,4
2041,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,C,23,CHA,25,542,17.1,0.499,0.009000000000000001,0.395,8.8,24.7,16.9,7.8,2.3,5.6,13.7,25.1,-0.1,1.3,1.2,0.106,-4.1,3.2,-0.9,0.1,2010,23.32,0.3200000000000003,4
2042,2006,1,4,POR,Tyrus Thomas,19.32,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.43799999999999994,0.44,0.235,0.732,13,0.078,tyrusthomas,Tyrus Thomas,C,24,CHA,41,861,18.2,0.536,0.009000000000000001,0.41100000000000003,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,0.4,1.5,1.8,0.10300000000000001,-3.1,1.9,-1.2,0.2,2011,24.32,0.3200000000000003,5
2046,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,23,ATL,81,1514,12.3,0.518,0.011000000000000001,0.395,10.3,24.5,17.3,4.8,1.8,2,18.3,15.9,0.3,1.9,2.2,0.07,-3.7,0.1,-3.6,-0.6,2007,23.256,0.2560000000000002,1
2048,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,24,ATL,36,414,9.8,0.445,0.01,0.51,9.6,20.5,15.1,4,1.7,2,10.3,14.9,0,0.5,0.5,0.06,-4.6,-0.5,-5.1,-0.3,2008,24.256,0.2560000000000002,2
2049,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,24,SAC,28,362,14.2,0.5379999999999999,0.009000000000000001,0.48200000000000004,11.3,20.5,16,3.6,1.3,2.1,13.4,19.4,0.3,0.3,0.7,0.087,-3,-1.9,-4.9,-0.3,2008,24.256,0.2560000000000002,2
2051,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,25,SAC,30,305,12.2,0.521,0.022000000000000002,0.47200000000000003,9.5,20.4,14.9,4.2,2,2.4,19.5,19.6,-0.1,0.2,0.1,0.013999999999999999,-5.2,-1.3,-6.5,-0.3,2009,25.256,0.2560000000000002,3
2052,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,25,MIN,15,207,16,0.479,0,0.309,13.1,30,21.2,3.2,2.5,3,9.4,18.6,0.1,0.3,0.4,0.098,-3.9,0.2,-3.7,-0.1,2009,25.256,0.2560000000000002,3
2053,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,26,BOS,54,597,14.1,0.612,0.008,0.81,9.9,19.8,15,5.3,1.1,2.8,15.5,15.3,1.1,0.9,2,0.162,-2,1,-1.1,0.1,2010,26.256,0.2560000000000002,4
2055,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,27,DEN,42,713,11.3,0.49200000000000005,0,0.254,12.3,23.4,18,3.9,1.3,2.3,15.5,14.9,0.2,0.9,1.2,0.078,-3.3,0.7,-2.5,-0.1,2011,27.256,0.2560000000000002,5
2056,2006,1,5,ATL,Shelden Williams,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.46399999999999997,0.222,0.74,9.9,0.085,sheldenwilliams,Shelden Williams,PF,27,NYK,17,198,15.9,0.638,0,0.7440000000000001,10.9,18,14.4,9.5,1.3,1.5,10.4,13,0.6,0.1,0.8,0.188,0.8,-0.4,0.3,0.1,2011,27.256,0.2560000000000002,5
2058,2006,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.45899999999999996,0.485,0.348,0.8,37.4,0.155,brandonroy,Brandon Roy,SG,22,POR,57,2015,18,0.5479999999999999,0.191,0.315,3.5,12.1,7.7,20.9,1.8,0.4,11.8,23,3.8,1,4.8,0.114,2.8,-0.7,2.1,2.1,2007,22.345,0.34499999999999886,1
2059,2006,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.45899999999999996,0.485,0.348,0.8,37.4,0.155,brandonroy,Brandon Roy,SG,23,POR,74,2792,19.4,0.531,0.184,0.319,3.4,11.2,7.3,28.2,1.5,0.4,9.3,24.9,5.9,2.1,8,0.138,3.6,-0.2,3.5,3.9,2008,23.345,0.34499999999999886,2
2060,2006,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.45899999999999996,0.485,0.348,0.8,37.4,0.155,brandonroy,Brandon Roy,SG,24,POR,78,2903,24,0.573,0.16699999999999998,0.38299999999999995,4.4,11.6,7.9,25.4,1.7,0.6,9,27.4,10.9,2.6,13.5,0.223,5.9,-0.2,5.8,5.7,2009,24.345,0.34499999999999886,3
2061,2006,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.45899999999999996,0.485,0.348,0.8,37.4,0.155,brandonroy,Brandon Roy,SG,25,POR,65,2419,21.3,0.568,0.213,0.424,3.7,10.9,7.3,23.1,1.4,0.5,9.5,26.7,7,2.1,9.1,0.18,4.8,-0.7,4.1,3.7,2010,25.345,0.34499999999999886,4
2062,2006,1,6,MIN,Brandon Roy,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1,0.2,0.45899999999999996,0.485,0.348,0.8,37.4,0.155,brandonroy,Brandon Roy,SG,26,POR,47,1310,13.9,0.491,0.218,0.264,2.5,9.1,5.6,16.8,1.5,0.8,8.6,22.8,1.2,0.9,2.1,0.077,-0.5,-1.6,-2.1,0,2011,26.345,0.34499999999999886,5
2064,2006,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.057999999999999996,randyfoye,Randy Foye,PG,23,MIN,82,1879,14,0.536,0.268,0.278,3.2,10.5,6.9,20.9,1.5,0.9,16.4,22.9,1,1.3,2.3,0.057999999999999996,-0.3,-1.3,-1.6,0.2,2007,23.283,0.28300000000000125,1
2065,2006,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.057999999999999996,randyfoye,Randy Foye,PG,24,MIN,39,1259,12.7,0.52,0.32,0.141,1.2,10.9,5.9,20.9,1.5,0.2,13.9,20.4,0.7,0.4,1.1,0.042,0.2,-1.7,-1.4,0.2,2008,24.283,0.28300000000000125,2
2066,2006,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.057999999999999996,randyfoye,Randy Foye,SG,25,MIN,70,2494,13.7,0.517,0.314,0.27699999999999997,1.5,8.8,5,20.5,1.5,0.8,12,22.6,2,1.1,3.1,0.059000000000000004,0.9,-1.3,-0.4,1,2009,25.283,0.28300000000000125,3
2067,2006,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.057999999999999996,randyfoye,Randy Foye,PG,26,WAS,70,1667,13.2,0.516,0.294,0.23399999999999999,1.1,8,4.5,22.6,1,0.5,12.1,21.1,1.6,0.7,2.2,0.064,0.1,-2.6,-2.5,-0.2,2010,26.283,0.28300000000000125,4
2068,2006,1,7,BOS,Randy Foye,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,0.401,0.429,0.366,0.852,23.5,0.057999999999999996,randyfoye,Randy Foye,SG,27,LAC,63,1551,11.4,0.516,0.409,0.281,1,6.7,3.9,17.5,1.6,1.1,13.7,19.9,0.9,0.8,1.7,0.051,-0.8,-1.8,-2.6,-0.2,2011,27.283,0.28300000000000125,5
