X1,Year_draft,Rd,Pk,Tm_draft,Player_draft,Age_draft,Pos_draft,Born,College,From,To,G_draft,MP_draft,PTS,TRB,AST,STL,BLK,FGPercentage,TwoPPercentage,ThreePPercentage,FTPercentage,WS_draft,WSPer48_draft,mergename,Player_season,Pos_season,Age_season,Tm_season,G_season,MP_season,PER,TSPercentage,ThreePAr,FTr,ORBPercentage,DRBPercentage,TRBPercentage,ASTPercentage,STLPercentage,BLKPercentage,TOVPercentage,USGPercentage,OWS,DWS,WS_season,WSPer48_season,OBPM,DBPM,BPM,VORP,Year_season,projage,agecheck,sincedrafted
7588,1989,1,11,ORL,Nick Anderson,21.164,F-G,us,University of Illinois at Urbana-Champaign,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,0.446,0.485,0.35600000000000004,0.667,55.3,0.106,nickanderson,Nick Anderson,SG,24,ORL,60,2203,16.4,0.509,0.08199999999999999,0.29100000000000004,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,1.6,2,3.6,0.078,0.5,0.2,0.7,1.5,1992,24.164,0.16400000000000148,3
7589,1989,1,11,ORL,Nick Anderson,21.164,F-G,us,University of Illinois at Urbana-Champaign,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,0.446,0.485,0.35600000000000004,0.667,55.3,0.106,nickanderson,Nick Anderson,SG,25,ORL,79,2920,17.3,0.524,0.188,0.304,5,13,9.2,14.7,2.2,1.2,9.9,24.5,4,3.7,7.7,0.126,1.7,1,2.7,3.5,1993,25.164,0.16400000000000148,4
7590,1989,1,11,ORL,Nick Anderson,21.164,F-G,us,University of Illinois at Urbana-Champaign,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,0.446,0.485,0.35600000000000004,0.667,55.3,0.106,nickanderson,Nick Anderson,SG,26,ORL,81,2811,16.9,0.5489999999999999,0.298,0.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,4.6,3,7.6,0.129,2.4,0.6,3,3.6,1994,26.164,0.16400000000000148,5
7599,1989,1,12,NJN,Mookie Blaylock,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,71.8,0.111,mookieblaylock,Mookie Blaylock,PG,22,NJN,50,1267,11.5,0.41600000000000004,0.14,0.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,-1.6,1.3,-0.3,-0.011000000000000001,-2.1,0.1,-2,0,1990,23.105,1.1050000000000004,1
7600,1989,1,12,NJN,Mookie Blaylock,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,71.8,0.111,mookieblaylock,Mookie Blaylock,PG,23,NJN,72,2585,13.1,0.455,0.08800000000000001,0.16899999999999998,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,-0.7,2.9,2.1,0.04,-1.2,0.7,-0.5,1,1991,24.105,1.1050000000000004,2
7601,1989,1,12,NJN,Mookie Blaylock,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,71.8,0.111,mookieblaylock,Mookie Blaylock,PG,24,NJN,72,2548,15.2,0.465,0.054000000000000006,0.17800000000000002,4.1,7.2,5.6,27.2,3.3,0.9,12.4,19.3,2.3,2.6,4.9,0.092,0.4,0.5,0.9,1.9,1992,25.105,1.1050000000000004,3
7602,1989,1,12,NJN,Mookie Blaylock,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,71.8,0.111,mookieblaylock,Mookie Blaylock,PG,25,ATL,80,2820,17.1,0.515,0.327,0.175,3.4,7.8,5.5,33.6,3.5,0.5,15.3,18,4.4,2.6,7,0.11900000000000001,2.5,-0.1,2.5,3.2,1993,26.105,1.1050000000000004,4
7603,1989,1,12,NJN,Mookie Blaylock,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.445,0.336,0.736,71.8,0.111,mookieblaylock,Mookie Blaylock,PG,26,ATL,81,2915,19.6,0.48700000000000004,0.316,0.147,4.4,11.6,8,40.4,3.7,1,14.6,19.8,4.9,5.3,10.2,0.168,3.4,1.9,5.3,5.4,1994,27.105,1.1050000000000004,5
7612,1989,1,13,BOS,Michael Smith,24.045,F,us,Brigham Young University,1990,1995,141,9.4,5,1.5,1,0.1,0,0.474,0.509,0.15,0.835,1.4,0.049,michaelsmith,Michael Smith,PF,24,BOS,65,620,14.2,0.52,0.098,0.22399999999999998,7.5,10.2,8.9,18.6,0.7,0.1,14.7,25,0.3,0.4,0.7,0.055,-0.4,-2.6,-3,-0.2,1990,25.045,1.0450000000000017,1
7613,1989,1,13,BOS,Michael Smith,24.045,F,us,Brigham Young University,1990,1995,141,9.4,5,1.5,1,0.1,0,0.474,0.509,0.15,0.835,1.4,0.049,michaelsmith,Michael Smith,PF,25,BOS,47,389,14.3,0.514,0.12,0.135,6.5,9.2,7.9,16.1,0.8,0.3,14.9,26.9,0.1,0.2,0.3,0.042,-1.1,-3.4,-4.6,-0.3,1991,26.045,1.0450000000000017,2
7624,1989,1,14,GSW,Tim Hardaway,22.305,G,us,University of Texas at El Paso,1990,2003,867,35.3,17.7,3.3,8.2,1.6,0.1,0.431,0.469,0.355,0.782,85,0.133,timhardaway,Tim Hardaway,PG,23,GSW,79,2663,16,0.525,0.085,0.28,2.4,9.6,6.2,36.4,2.8,0.2,19,20.5,1.9,1.4,3.3,0.06,1,-1.1,-0.1,1.3,1990,23.305,0.3049999999999997,1
7625,1989,1,14,GSW,Tim Hardaway,22.305,G,us,University of Texas at El Paso,1990,2003,867,35.3,17.7,3.3,8.2,1.6,0.1,0.431,0.469,0.355,0.782,85,0.133,timhardaway,Tim Hardaway,PG,24,GSW,82,3215,20.9,0.547,0.162,0.24600000000000002,3,8.4,5.7,36.8,3.1,0.2,13.6,24.7,7.4,2.5,9.9,0.14800000000000002,4.7,-0.7,4,4.9,1991,24.305,0.3049999999999997,2
7626,1989,1,14,GSW,Tim Hardaway,22.305,G,us,University of Texas at El Paso,1990,2003,867,35.3,17.7,3.3,8.2,1.6,0.1,0.431,0.469,0.355,0.782,85,0.133,timhardaway,Tim Hardaway,PG,25,GSW,81,3332,19.1,0.537,0.23600000000000002,0.244,2.7,7.4,5.1,33.3,2.3,0.2,13.2,24.4,7.2,2,9.2,0.132,4.1,-1.5,2.6,3.9,1992,25.305,0.3049999999999997,3
7627,1989,1,14,GSW,Tim Hardaway,22.305,G,us,University of Texas at El Paso,1990,2003,867,35.3,17.7,3.3,8.2,1.6,0.1,0.431,0.469,0.355,0.782,85,0.133,timhardaway,Tim Hardaway,PG,26,GSW,66,2609,19.7,0.534,0.265,0.314,2.6,8.7,5.6,39.8,2.1,0.3,14.2,24.3,5.9,1.6,7.5,0.138,4.5,-1.7,2.8,3.2,1993,26.305,0.3049999999999997,4
7646,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,23,DEN,79,1326,12.3,0.5329999999999999,0.027000000000000003,0.33899999999999997,3.6,8.6,6,11.7,1.9,0.6,13.9,20.2,0.5,1.3,1.8,0.066,-1.9,-0.6,-2.5,-0.2,1990,23.176,0.17599999999999838,1
7647,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,24,DEN,29,860,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,0.9,0.1,1,0.055,0,-1.3,-1.2,0.2,1991,24.176,0.17599999999999838,2
7648,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,25,DEN,68,1176,10.4,0.521,0.024,0.314,3.1,8,5.4,9.3,1.8,0.6,14.4,17.3,0.5,0.8,1.3,0.053,-2.9,-1,-3.9,-0.6,1992,25.176,0.17599999999999838,3
7649,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,26,DEN,48,752,12.9,0.516,0.022000000000000002,0.37,4.9,9.5,7.2,10.2,1.8,0.9,13.2,20,0.4,0.8,1.2,0.078,-2.2,-0.7,-2.9,-0.2,1993,26.176,0.17599999999999838,4
7651,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,27,ORL,4,20,13.8,0.444,0,0,17,5.6,11.2,15.5,5,0,18.2,23.5,0,0,0,0.036000000000000004,-0.7,0.7,0.1,0,1994,27.176,0.17599999999999838,5
7652,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,27,GSW,5,58,13,0.47200000000000003,0.071,0.39299999999999996,5.7,12.8,9.3,7.2,0,0,0,23.4,0.1,0,0.2,0.124,-1.9,-5.5,-7.3,-0.1,1994,27.176,0.17599999999999838,5
7653,1989,1,15,DEN,Todd Lichti,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,0.46,0.47100000000000003,0.244,0.789,5.6,0.063,toddlichti,Todd Lichti,SG,27,BOS,4,48,16.7,0.47100000000000003,0,1,4.7,14.2,9.4,17.6,5.2,1.3,13,20.9,0,0.1,0.1,0.08199999999999999,-1.6,2.4,0.8,0,1994,27.176,0.17599999999999838,5
7654,1989,1,16,SEA,Dana Barros,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.488,0.41100000000000003,0.858,49.6,0.122,danabarros,Dana Barros,PG,22,SEA,81,1630,12.8,0.49700000000000005,0.322,0.149,2.4,7.3,4.7,18.3,1.6,0,13.5,23.3,1.1,0.7,1.8,0.053,0.5,-2.7,-2.1,0,1990,23.081,1.0809999999999995,1
7655,1989,1,16,SEA,Dana Barros,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.488,0.41100000000000003,0.858,49.6,0.122,danabarros,Dana Barros,PG,23,SEA,66,750,18.8,0.6,0.26,0.273,2.7,8.7,5.7,21.9,1.5,0.1,13.4,22.5,2.1,0.4,2.5,0.158,3,-3.2,-0.2,0.3,1991,24.081,1.0809999999999995,2
7656,1989,1,16,SEA,Dana Barros,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.488,0.41100000000000003,0.858,49.6,0.122,danabarros,Dana Barros,PG,24,SEA,75,1331,15,0.586,0.377,0.16,1.4,5.7,3.5,14,1.9,0.2,9.6,18.4,2.9,0.7,3.6,0.132,2.3,-2.6,-0.3,0.6,1992,25.081,1.0809999999999995,3
7657,1989,1,16,SEA,Dana Barros,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.488,0.41100000000000003,0.858,49.6,0.122,danabarros,Dana Barros,PG,25,SEA,69,1243,15,0.541,0.35700000000000004,0.124,1.7,8.5,5,17.2,2.5,0.2,10.4,18.9,2.1,1.4,3.5,0.134,1.5,-1.2,0.3,0.7,1993,26.081,1.0809999999999995,4
7658,1989,1,16,SEA,Dana Barros,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.488,0.41100000000000003,0.858,49.6,0.122,danabarros,Dana Barros,PG,26,PHI,81,2519,16,0.5710000000000001,0.40299999999999997,0.165,1.2,7.3,4.3,27.2,2.1,0.1,15.1,19.1,3.9,0.8,4.7,0.08900000000000001,2.3,-2.5,-0.2,1.2,1994,27.081,1.0809999999999995,5
7668,1989,1,17,SEA,Shawn Kemp,19.218,F-C,us,Trinity Valley Community College,1990,2003,1051,27.9,14.6,8.4,1.6,1.1,1.2,0.488,0.49,0.27699999999999997,0.741,89.5,0.147,shawnkemp,Shawn Kemp,PF,20,SEA,81,1120,15.9,0.531,0.027999999999999997,0.375,14.7,21.8,18.1,3.4,2.1,4,17.8,22.4,0.5,1.6,2.1,0.092,-1.8,0.2,-1.7,0.1,1990,20.218,0.21799999999999997,1
7669,1989,1,17,SEA,Shawn Kemp,19.218,F-C,us,Trinity Valley Community College,1990,2003,1051,27.9,14.6,8.4,1.6,1.1,1.2,0.488,0.49,0.27699999999999997,0.741,89.5,0.147,shawnkemp,Shawn Kemp,PF,21,SEA,81,2442,17.6,0.551,0.013000000000000001,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,3.1,3,6.1,0.121,0.8,1.1,1.9,2.4,1991,21.218,0.21799999999999997,2
7670,1989,1,17,SEA,Shawn Kemp,19.218,F-C,us,Trinity Valley Community College,1990,2003,1051,27.9,14.6,8.4,1.6,1.1,1.2,0.488,0.49,0.27699999999999997,0.741,89.5,0.147,shawnkemp,Shawn Kemp,PF,22,SEA,64,1808,21.6,0.5670000000000001,0.004,0.503,16.5,26.1,21.2,7.3,1.9,4.4,15.1,24,3.6,3,6.7,0.177,1.4,1.5,2.9,2.2,1992,22.218,0.21799999999999997,3
7671,1989,1,17,SEA,Shawn Kemp,19.218,F-C,us,Trinity Valley Community College,1990,2003,1051,27.9,14.6,8.4,1.6,1.1,1.2,0.488,0.49,0.27699999999999997,0.741,89.5,0.147,shawnkemp,Shawn Kemp,PF,23,SEA,78,2582,20.4,0.547,0.004,0.48,12.8,25.1,18.8,8.8,2.3,3.8,14.6,24.2,4,5.1,9.1,0.16899999999999998,0.7,2.5,3.2,3.4,1993,23.218,0.21799999999999997,4
7672,1989,1,17,SEA,Shawn Kemp,19.218,F-C,us,Trinity Valley Community College,1990,2003,1051,27.9,14.6,8.4,1.6,1.1,1.2,0.488,0.49,0.27699999999999997,0.741,89.5,0.147,shawnkemp,Shawn Kemp,PF,24,SEA,79,2597,22.9,0.593,0.004,0.496,14.2,24.7,19.4,12.4,2.8,4.6,17.7,24.2,5.6,6,11.7,0.21600000000000003,2.4,4.2,6.5,5.6,1994,24.218,0.21799999999999997,5
7682,1989,1,18,CHI,B.J. Armstrong,21.296999999999997,G,us,University of Iowa,1990,2e3,747,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.48700000000000004,0.425,0.856,45,0.121,bjarmstrong,B.J. Armstrong,PG,22,CHI,81,1291,11.9,0.53,0.015,0.19899999999999998,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,1,0.8,1.7,0.064,-2.5,-2.4,-4.8,-0.9,1990,22.296999999999997,0.29699999999999704,1
7683,1989,1,18,CHI,B.J. Armstrong,21.296999999999997,G,us,University of Iowa,1990,2e3,747,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.48700000000000004,0.425,0.856,45,0.121,bjarmstrong,B.J. Armstrong,PG,23,CHI,82,1731,14.8,0.529,0.047,0.17600000000000002,1.7,8.3,5.1,23.4,2,0.1,13.6,19.5,2.3,1.8,4.1,0.114,-0.4,-1.4,-1.8,0.1,1991,23.296999999999997,0.29699999999999704,2
7684,1989,1,18,CHI,B.J. Armstrong,21.296999999999997,G,us,University of Iowa,1990,2e3,747,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.48700000000000004,0.425,0.856,45,0.121,bjarmstrong,B.J. Armstrong,PG,24,CHI,82,1875,14.1,0.537,0.125,0.185,1.2,7.6,4.5,19.2,1.2,0.2,11.1,19.5,2.7,1.8,4.6,0.11699999999999999,-0.1,-2,-2,0,1992,24.296999999999997,0.29699999999999704,3
7685,1989,1,18,CHI,B.J. Armstrong,21.296999999999997,G,us,University of Iowa,1990,2e3,747,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.48700000000000004,0.425,0.856,45,0.121,bjarmstrong,B.J. Armstrong,PG,25,CHI,82,2492,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,5.7,1.7,7.5,0.14400000000000002,1.3,-2.2,-0.9,0.7,1993,25.296999999999997,0.29699999999999704,4
7686,1989,1,18,CHI,B.J. Armstrong,21.296999999999997,G,us,University of Iowa,1990,2e3,747,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.48700000000000004,0.425,0.856,45,0.121,bjarmstrong,B.J. Armstrong,PG,26,CHI,82,2770,14.5,0.547,0.134,0.225,1.2,6,3.6,18,1.5,0.2,10.6,19.8,4.9,2.6,7.5,0.13,0.6,-1.5,-0.9,0.8,1994,26.296999999999997,0.29699999999999704,5
7697,1989,1,19,PHI,Kenny Payne,22.22,F-G,us,University of Louisville,1990,1993,144,8.1,3.5,1.2,0.4,0.3,0.2,0.41,0.424,0.293,0.8590000000000001,-0.1,-0.005,kennypayne,Kenny Payne,SF,23,PHI,35,216,10.7,0.49200000000000005,0.09300000000000001,0.16699999999999998,5.8,7.8,6.8,7.1,1.6,1.7,14.7,26.7,-0.2,0.2,0,0.002,-3.7,-2.8,-6.5,-0.2,1990,23.22,0.21999999999999886,1
7698,1989,1,19,PHI,Kenny Payne,22.22,F-G,us,University of Louisville,1990,1993,144,8.1,3.5,1.2,0.4,0.3,0.2,0.41,0.424,0.293,0.8590000000000001,-0.1,-0.005,kennypayne,Kenny Payne,SF,24,PHI,47,444,7.5,0.41100000000000003,0.095,0.153,4.4,12.1,8.3,5.4,1.1,0.8,9.4,21.9,-0.7,0.3,-0.3,-0.037000000000000005,-6,-2.9,-8.8,-0.8,1991,24.22,0.21999999999999886,2
7699,1989,1,19,PHI,Kenny Payne,22.22,F-G,us,University of Louisville,1990,1993,144,8.1,3.5,1.2,0.4,0.3,0.2,0.41,0.424,0.293,0.8590000000000001,-0.1,-0.005,kennypayne,Kenny Payne,SF,25,PHI,49,353,11.9,0.478,0.083,0.09,4.3,13.2,8.8,7.7,2.3,1.4,11.2,21.1,-0.2,0.3,0.2,0.025,-3.7,-1.3,-5,-0.3,1992,25.22,0.21999999999999886,3
7700,1989,1,19,PHI,Kenny Payne,22.22,F-G,us,University of Louisville,1990,1993,144,8.1,3.5,1.2,0.4,0.3,0.2,0.41,0.424,0.293,0.8590000000000001,-0.1,-0.005,kennypayne,Kenny Payne,SF,26,PHI,13,154,14.2,0.45799999999999996,0.2,0.044000000000000004,2.8,14,8.4,20.8,1.6,0.8,7.1,27.1,-0.1,0.1,0,0.013999999999999999,-1.1,-2.6,-3.7,-0.1,1993,26.22,0.21999999999999886,4
7701,1989,1,20,CHI,Jeff Sanders,23.17,F,us,Georgia Southern University,1990,1993,55,8.4,2,1.9,0.5,0.3,0.2,0.395,0.395,NA,0.609,-0.1,-0.008,jeffsanders,Jeff Sanders,PF,24,CHI,31,182,2.5,0.335,0,0.1,11,14.3,12.7,6,1.1,1.4,26.4,13.3,-0.4,0.1,-0.3,-0.069,-7.3,-0.7,-8,-0.3,1990,24.17,0.1700000000000017,1
7702,1989,1,20,CHI,Jeff Sanders,23.17,F,us,Georgia Southern University,1990,1993,55,8.4,2,1.9,0.5,0.3,0.2,0.395,0.395,NA,0.609,-0.1,-0.008,jeffsanders,Jeff Sanders,PF,25,CHH,3,43,8.6,0.43700000000000006,0,0.14300000000000002,7.8,16.5,12,3.4,1.1,1.4,6.3,15.7,0,0,0,0.022000000000000002,-4.7,-1.5,-6.2,0,1991,25.17,0.1700000000000017,2
7703,1989,1,20,CHI,Jeff Sanders,23.17,F,us,Georgia Southern University,1990,1993,55,8.4,2,1.9,0.5,0.3,0.2,0.395,0.395,NA,0.609,-0.1,-0.008,jeffsanders,Jeff Sanders,SF,26,ATL,12,117,13.8,0.48,0,0.2,8,15.8,11.8,10.9,2.1,1.5,9.3,19,0.1,0.1,0.2,0.086,-2.3,0,-2.3,0,1992,26.17,0.1700000000000017,3
7704,1989,1,20,CHI,Jeff Sanders,23.17,F,us,Georgia Southern University,1990,1993,55,8.4,2,1.9,0.5,0.3,0.2,0.395,0.395,NA,0.609,-0.1,-0.008,jeffsanders,Jeff Sanders,PF,27,ATL,9,120,6.9,0.42100000000000004,0,0.32,10.7,16.4,13.4,6.5,3.3,0.5,27.8,13.6,-0.2,0.1,-0.1,-0.02,-5.2,1.6,-3.6,0,1993,27.17,0.1700000000000017,4
7705,1989,1,21,UTA,Blue Edwards,23.245,G-F,us,East Carolina University,1990,1999,704,26.1,10.8,3.4,2,1,0.4,0.475,0.498,0.335,0.779,24.2,0.063,blueedwards,Blue Edwards,SF,24,UTA,82,1889,10.7,0.556,0.053,0.36,4.6,10.6,7.8,11.2,2,1.2,18.9,18.6,0.2,2.4,2.7,0.068,-1.5,1.5,0,1,1990,24.245,0.245000000000001,1
7706,1989,1,21,UTA,Blue Edwards,23.245,G-F,us,East Carolina University,1990,1999,704,26.1,10.8,3.4,2,1,0.4,0.475,0.498,0.335,0.779,24.2,0.063,blueedwards,Blue Edwards,SF,25,UTA,62,1611,10.4,0.5589999999999999,0.052000000000000005,0.252,4,10.3,7.3,10.1,1.8,1.1,16.9,17.1,0.2,2,2.2,0.065,-1.7,1.3,-0.3,0.7,1991,25.245,0.245000000000001,2
7707,1989,1,21,UTA,Blue Edwards,23.245,G-F,us,East Carolina University,1990,1999,704,26.1,10.8,3.4,2,1,0.4,0.475,0.498,0.335,0.779,24.2,0.063,blueedwards,Blue Edwards,SF,26,UTA,81,2283,13.7,0.569,0.124,0.17600000000000002,4.5,10,7.4,9.1,1.8,1.2,12,19.2,2.6,2.7,5.2,0.11,0.7,0.6,1.3,1.9,1992,26.245,0.245000000000001,3
7708,1989,1,21,UTA,Blue Edwards,23.245,G-F,us,East Carolina University,1990,1999,704,26.1,10.8,3.4,2,1,0.4,0.475,0.498,0.335,0.779,24.2,0.063,blueedwards,Blue Edwards,SF,27,MIL,82,2729,16.4,0.569,0.098,0.27699999999999997,5.2,11.1,8.1,12.5,2.4,1.1,12.6,21.8,3.7,2,5.7,0.10099999999999999,1.1,-0.1,1,2.1,1993,27.245,0.245000000000001,4
7709,1989,1,21,UTA,Blue Edwards,23.245,G-F,us,East Carolina University,1990,1999,704,26.1,10.8,3.4,2,1,0.4,0.475,0.498,0.335,0.779,24.2,0.063,blueedwards,Blue Edwards,SF,28,MIL,82,2322,12.9,0.54,0.133,0.23600000000000002,4.9,11.8,8.1,12.1,1.8,0.8,14.2,19.2,1.7,1.2,2.9,0.06,-0.8,-1,-1.8,0.1,1994,28.245,0.245000000000001,5
7717,1989,1,22,POR,Byron Irvin,22.213,G,us,University of Missouri,1990,1993,87,9.8,5.2,1.4,0.8,0.5,0,0.47100000000000003,0.479,0.35,0.722,2.1,0.121,byronirvin,Byron Irvin,SG,23,POR,50,488,15.6,0.531,0.069,0.44799999999999995,6.6,9.9,8.2,13.7,2.7,0.1,13.8,22.7,0.5,0.7,1.2,0.12,-0.2,0,-0.2,0.2,1990,23.213,0.21300000000000097,1
7718,1989,1,22,POR,Byron Irvin,22.213,G,us,University of Missouri,1990,1993,87,9.8,5.2,1.4,0.8,0.5,0,0.47100000000000003,0.479,0.35,0.722,2.1,0.121,byronirvin,Byron Irvin,SG,24,WSB,33,316,17.5,0.5489999999999999,0.039,0.473,8.3,7.3,7.8,11.4,2.3,0.4,9.3,22.7,0.7,0.3,0.9,0.14300000000000002,0.7,-1.9,-1.2,0.1,1991,24.213,0.21300000000000097,2
7719,1989,1,22,POR,Byron Irvin,22.213,G,us,University of Missouri,1990,1993,87,9.8,5.2,1.4,0.8,0.5,0,0.47100000000000003,0.479,0.35,0.722,2.1,0.121,byronirvin,Byron Irvin,SG,26,WSB,4,45,9.5,0.5329999999999999,0.055999999999999994,0.33299999999999996,4.9,5.1,5,7,1.1,0,16.2,23.3,0,0,0,-0.027999999999999997,-4,-4.3,-8.3,-0.1,1993,26.213,0.21300000000000097,4
7720,1989,1,23,ATL,Roy Marble,22.201999999999998,G-F,us,University of Iowa,1990,1994,29,6.7,1.9,1.1,0.4,0.2,0.1,0.257,0.265,0,0.594,-0.5,-0.122,roymarble,Roy Marble,SG,23,ATL,24,162,5.5,0.36,0.034,0.5,10.4,6.6,8.5,8.9,2.2,0.4,16.5,21.9,-0.4,0.1,-0.3,-0.08900000000000001,-5.1,-2,-7.1,-0.2,1990,23.201999999999998,0.20199999999999818,1
7721,1989,1,23,ATL,Roy Marble,22.201999999999998,G-F,us,University of Iowa,1990,1994,29,6.7,1.9,1.1,0.4,0.2,0.1,0.257,0.265,0,0.594,-0.5,-0.122,roymarble,Roy Marble,SF,27,DEN,5,32,-3.5,0.15,0,0.25,10.8,16.8,13.9,4.2,0,3.9,18.4,21.7,-0.2,0,-0.2,-0.285,-14.7,-1,-15.7,-0.1,1994,27.201999999999998,0.20199999999999818,5
7722,1989,1,24,PHO,Anthony Cook,22.105999999999998,F-C,us,University of Arizona,1991,1996,116,12.9,3.6,3.7,0.3,0.4,0.8,0.439,0.446,0,0.524,1,0.033,anthonycook,Anthony Cook,PF,23,DEN,58,1121,10.7,0.452,0.011000000000000001,0.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,0,0.5,0.5,0.022000000000000002,-4.1,0.1,-4,-0.6,1991,24.105999999999998,1.105999999999998,2
7723,1989,1,24,PHO,Anthony Cook,22.105999999999998,F-C,us,University of Arizona,1991,1996,116,12.9,3.6,3.7,0.3,0.4,0.8,0.439,0.446,0,0.524,1,0.033,anthonycook,Anthony Cook,PF,24,DEN,22,115,15.8,0.615,0,0.24,11.5,20.9,15.9,2.5,2.1,2.1,9.8,10.8,0.2,0.2,0.4,0.155,-1.9,0.1,-1.8,0,1992,25.105999999999998,1.105999999999998,3
7725,1989,1,24,PHO,Anthony Cook,22.105999999999998,F-C,us,University of Arizona,1991,1996,116,12.9,3.6,3.7,0.3,0.4,0.8,0.439,0.446,0,0.524,1,0.033,anthonycook,Anthony Cook,PF,26,ORL,2,2,-7.9,0,0,0,0,0,0,0,0,62.9,50,42.7,0,0,0,-0.9490000000000001,-43.1,30.5,-12.6,0,1994,27.105999999999998,1.105999999999998,5
7726,1989,1,24,PHO,Anthony Cook,22.105999999999998,F-C,us,University of Arizona,1991,1996,116,12.9,3.6,3.7,0.3,0.4,0.8,0.439,0.446,0,0.524,1,0.033,anthonycook,Anthony Cook,PF,26,MIL,23,201,11.5,0.484,0.019,0.47200000000000003,10.8,21.8,16,3.1,0.8,4,14.7,16.1,0,0.2,0.1,0.028999999999999998,-5.5,-1.2,-6.7,-0.2,1994,27.105999999999998,1.105999999999998,5
7728,1989,1,25,CLE,John Morton,22.046,G,us,Seton Hall University,1990,1992,128,14.7,4.8,1.3,2.7,0.7,0.2,0.386,0.406,0.22399999999999998,0.787,0.5,0.013000000000000001,johnmorton,John Morton,SG,22,CLE,37,402,5.9,0.38799999999999996,0.18600000000000003,0.385,1.9,7,4.5,24.2,2.3,0.6,21.3,25.8,-1.3,0.4,-0.9,-0.109,-7.1,-1.9,-9,-0.7,1990,23.046,1.0459999999999994,1
